"Producer Price Index item","Month of forecast","Year of forecast","Year being forecast","Attribute","Forecast percent change"
"Wholesale fats and oils",8,"2019","2019","Upper bound of prediction interval",0
"Wholesale fats and oils",9,"2019","2019","Lower bound of prediction interval",-6.6
"Wholesale fats and oils",9,"2019","2019","Mid point of prediction interval",-4.3
"Wholesale fats and oils",9,"2019","2019","Upper bound of prediction interval",-1.9
"Wholesale fats and oils",10,"2019","2019","Lower bound of prediction interval",-5.7
"Wholesale fats and oils",10,"2019","2019","Mid point of prediction interval",-4.3
"Wholesale fats and oils",10,"2019","2019","Upper bound of prediction interval",-2.8
"Wholesale fats and oils",11,"2019","2019","Lower bound of prediction interval",-5.2
"Wholesale fats and oils",11,"2019","2019","Mid point of prediction interval",-4.5
"Wholesale fats and oils",11,"2019","2019","Upper bound of prediction interval",-3.7
"Wholesale fats and oils",12,"2019","2019","Lower bound of prediction interval",-4.6
"Wholesale fats and oils",12,"2019","2019","Mid point of prediction interval",-4.3
"Wholesale fats and oils",12,"2019","2019","Upper bound of prediction interval",-4
"Farm-level fruits",7,"2018","2019","Lower bound of prediction interval",-31.9
"Farm-level fruits",7,"2018","2019","Mid point of prediction interval",-2.1
"Farm-level fruits",7,"2018","2019","Upper bound of prediction interval",41.7
"Farm-level fruits",8,"2018","2019","Lower bound of prediction interval",-26.2
"Farm-level fruits",8,"2018","2019","Mid point of prediction interval",3.9
"Farm-level fruits",8,"2018","2019","Upper bound of prediction interval",47.3
"Farm-level fruits",9,"2018","2019","Lower bound of prediction interval",-29.3
"Farm-level fruits",9,"2018","2019","Mid point of prediction interval",-1.7
"Farm-level fruits",9,"2018","2019","Upper bound of prediction interval",36.9
"Farm-level fruits",10,"2018","2019","Lower bound of prediction interval",-25.6
"Farm-level fruits",10,"2018","2019","Mid point of prediction interval",0.9
"Farm-level fruits",10,"2018","2019","Upper bound of prediction interval",37.3
"Farm-level fruits",11,"2018","2019","Lower bound of prediction interval",-27.6
"Farm-level fruits",11,"2018","2019","Mid point of prediction interval",-3.5
"Farm-level fruits",11,"2018","2019","Upper bound of prediction interval",29
"Farm-level fruits",12,"2018","2019","Lower bound of prediction interval",-27.2
"Farm-level fruits",12,"2018","2019","Mid point of prediction interval",-5.5
"Farm-level fruits",12,"2018","2019","Upper bound of prediction interval",22.5
"Farm-level fruits",1,"2019","2019","Lower bound of prediction interval",-11
"Farm-level fruits",1,"2019","2019","Mid point of prediction interval",2.9
"Farm-level fruits",1,"2019","2019","Upper bound of prediction interval",19.8
"Farm-level fruits",2,"2019","2019","Lower bound of prediction interval",-11.1
"Farm-level fruits",2,"2019","2019","Mid point of prediction interval",1.7
"Farm-level fruits",2,"2019","2019","Upper bound of prediction interval",16.8
"Farm-level fruits",3,"2019","2019","Lower bound of prediction interval",-12
"Farm-level fruits",3,"2019","2019","Mid point of prediction interval",-0.7
"Farm-level fruits",3,"2019","2019","Upper bound of prediction interval",12.6
"Farm-level fruits",4,"2019","2019","Lower bound of prediction interval",-12.6
"Farm-level fruits",4,"2019","2019","Mid point of prediction interval",-2.6
"Farm-level fruits",4,"2019","2019","Upper bound of prediction interval",8.9
"Farm-level fruits",5,"2019","2019","Lower bound of prediction interval",-13.9
"Farm-level fruits",5,"2019","2019","Mid point of prediction interval",-5.1
"Farm-level fruits",5,"2019","2019","Upper bound of prediction interval",5.1
"Farm-level fruits",6,"2019","2019","Lower bound of prediction interval",-14.6
"Farm-level fruits",6,"2019","2019","Mid point of prediction interval",-6.9
"Farm-level fruits",6,"2019","2019","Upper bound of prediction interval",1.8
"Farm-level fruits",7,"2019","2019","Lower bound of prediction interval",-11
"Farm-level fruits",7,"2019","2019","Mid point of prediction interval",-4.2
"Farm-level fruits",7,"2019","2019","Upper bound of prediction interval",3.6
"Farm-level fruits",8,"2019","2019","Lower bound of prediction interval",-11.5
"Farm-level fruits",8,"2019","2019","Mid point of prediction interval",-6.1
"Farm-level fruits",8,"2019","2019","Upper bound of prediction interval",0.1
"Farm-level fruits",9,"2019","2019","Lower bound of prediction interval",-12.4
"Farm-level fruits",9,"2019","2019","Mid point of prediction interval",-8.3
"Farm-level fruits",9,"2019","2019","Upper bound of prediction interval",-3.6
"Farm-level fruits",10,"2019","2019","Lower bound of prediction interval",-10.9
"Farm-level fruits",10,"2019","2019","Mid point of prediction interval",-7.8
"Farm-level fruits",10,"2019","2019","Upper bound of prediction interval",-4.3
"Farm-level fruits",11,"2019","2019","Lower bound of prediction interval",-9.2
"Farm-level fruits",11,"2019","2019","Mid point of prediction interval",-7.2
"Farm-level fruits",11,"2019","2019","Upper bound of prediction interval",-4.9
"Farm-level fruits",12,"2019","2019","Lower bound of prediction interval",-8
"Farm-level fruits",12,"2019","2019","Mid point of prediction interval",-6.9
"Farm-level fruits",12,"2019","2019","Upper bound of prediction interval",-5.7
"Farm-level vegetables",7,"2018","2019","Lower bound of prediction interval",-16.3
"Farm-level vegetables",7,"2018","2019","Mid point of prediction interval",1.4
"Farm-level vegetables",7,"2018","2019","Upper bound of prediction interval",22.7
"Farm-level vegetables",8,"2018","2019","Lower bound of prediction interval",-15.4
"Farm-level vegetables",8,"2018","2019","Mid point of prediction interval",2.5
"Farm-level vegetables",8,"2018","2019","Upper bound of prediction interval",23.8
"Farm-level vegetables",9,"2018","2019","Lower bound of prediction interval",-14.7
"Farm-level vegetables",9,"2018","2019","Mid point of prediction interval",2.4
"Farm-level vegetables",9,"2018","2019","Upper bound of prediction interval",23.4
"Farm-level vegetables",10,"2018","2019","Lower bound of prediction interval",-15.9
"Farm-level vegetables",10,"2018","2019","Mid point of prediction interval",0.6
"Farm-level vegetables",10,"2018","2019","Upper bound of prediction interval",21.3
"Farm-level vegetables",11,"2018","2019","Lower bound of prediction interval",-15.2
"Farm-level vegetables",11,"2018","2019","Mid point of prediction interval",1.5
"Farm-level vegetables",11,"2018","2019","Upper bound of prediction interval",21.4
"Farm-level vegetables",12,"2018","2019","Lower bound of prediction interval",-12.4
"Farm-level vegetables",12,"2018","2019","Mid point of prediction interval",4.1
"Farm-level vegetables",12,"2018","2019","Upper bound of prediction interval",24.2
"Farm-level vegetables",1,"2019","2019","Lower bound of prediction interval",-10.6
"Farm-level vegetables",1,"2019","2019","Mid point of prediction interval",5.6
"Farm-level vegetables",1,"2019","2019","Upper bound of prediction interval",25.8
"Farm-level vegetables",2,"2019","2019","Lower bound of prediction interval",-11.4
"Farm-level vegetables",2,"2019","2019","Mid point of prediction interval",3.4
"Farm-level vegetables",2,"2019","2019","Upper bound of prediction interval",21.2
"Farm-level vegetables",3,"2019","2019","Lower bound of prediction interval",-10.5
"Farm-level vegetables",3,"2019","2019","Mid point of prediction interval",2.6
"Farm-level vegetables",3,"2019","2019","Upper bound of prediction interval",18.5
"Farm-level vegetables",4,"2019","2019","Lower bound of prediction interval",-5.8
"Farm-level vegetables",4,"2019","2019","Mid point of prediction interval",7
"Farm-level vegetables",4,"2019","2019","Upper bound of prediction interval",22.5
"Farm-level vegetables",5,"2019","2019","Lower bound of prediction interval",-5.5
"Farm-level vegetables",5,"2019","2019","Mid point of prediction interval",5.7
"Farm-level vegetables",5,"2019","2019","Upper bound of prediction interval",19.5
"Farm-level vegetables",6,"2019","2019","Lower bound of prediction interval",-2.7
"Farm-level vegetables",6,"2019","2019","Mid point of prediction interval",7.6
"Farm-level vegetables",6,"2019","2019","Upper bound of prediction interval",20.4
"Farm-level vegetables",7,"2019","2019","Lower bound of prediction interval",0
"Farm-level vegetables",7,"2019","2019","Mid point of prediction interval",9.4
"Farm-level vegetables",7,"2019","2019","Upper bound of prediction interval",20.9
"Farm-level vegetables",8,"2019","2019","Lower bound of prediction interval",2.6
"Farm-level vegetables",8,"2019","2019","Mid point of prediction interval",10.7
"Farm-level vegetables",8,"2019","2019","Upper bound of prediction interval",20.5
"Farm-level vegetables",9,"2019","2019","Lower bound of prediction interval",2.6
"Farm-level vegetables",9,"2019","2019","Mid point of prediction interval",9.2
"Farm-level vegetables",9,"2019","2019","Upper bound of prediction interval",17.4
"Farm-level vegetables",10,"2019","2019","Lower bound of prediction interval",2.5
"Farm-level vegetables",10,"2019","2019","Mid point of prediction interval",7.4
"Farm-level vegetables",10,"2019","2019","Upper bound of prediction interval",13.6
"Farm-level vegetables",11,"2019","2019","Lower bound of prediction interval",7
"Farm-level vegetables",11,"2019","2019","Mid point of prediction interval",11
"Farm-level vegetables",11,"2019","2019","Upper bound of prediction interval",15.8
"Farm-level vegetables",12,"2019","2019","Lower bound of prediction interval",10.7
"Farm-level vegetables",12,"2019","2019","Mid point of prediction interval",12.8
"Farm-level vegetables",12,"2019","2019","Upper bound of prediction interval",15.5
"Farm-level wheat",7,"2018","2019","Lower bound of prediction interval",-35.9
"Farm-level wheat",7,"2018","2019","Mid point of prediction interval",1.8
"Farm-level wheat",7,"2018","2019","Upper bound of prediction interval",60.6
"Farm-level wheat",8,"2018","2019","Lower bound of prediction interval",-34.4
"Farm-level wheat",8,"2018","2019","Mid point of prediction interval",1.5
"Farm-level wheat",8,"2018","2019","Upper bound of prediction interval",57.8
"Farm-level wheat",9,"2018","2019","Lower bound of prediction interval",-31.5
"Farm-level wheat",9,"2018","2019","Mid point of prediction interval",2.9
"Farm-level wheat",9,"2018","2019","Upper bound of prediction interval",57.6
"Farm-level wheat",10,"2018","2019","Lower bound of prediction interval",-34.4
"Farm-level wheat",10,"2018","2019","Mid point of prediction interval",-3.4
"Farm-level wheat",10,"2018","2019","Upper bound of prediction interval",44.5
"Farm-level wheat",11,"2018","2019","Lower bound of prediction interval",-30.1
"Farm-level wheat",11,"2018","2019","Mid point of prediction interval",0.5
"Farm-level wheat",11,"2018","2019","Upper bound of prediction interval",45
"Farm-level wheat",12,"2018","2019","Lower bound of prediction interval",-30.8
"Farm-level wheat",12,"2018","2019","Mid point of prediction interval",-3.5
"Farm-level wheat",12,"2018","2019","Upper bound of prediction interval",35.4
"Farm-level wheat",1,"2019","2019","Lower bound of prediction interval",-25.6
"Farm-level wheat",1,"2019","2019","Mid point of prediction interval",0.9
"Farm-level wheat",1,"2019","2019","Upper bound of prediction interval",37.5
"Farm-level wheat",2,"2019","2019","Lower bound of prediction interval",-24.1
"Farm-level wheat",2,"2019","2019","Mid point of prediction interval",-0.8
"Farm-level wheat",2,"2019","2019","Upper bound of prediction interval",30.6
"Farm-level wheat",3,"2019","2019","Lower bound of prediction interval",-19.3
"Farm-level wheat",3,"2019","2019","Mid point of prediction interval",1
"Farm-level wheat",3,"2019","2019","Upper bound of prediction interval",29
"Farm-level wheat",4,"2019","2019","Lower bound of prediction interval",-22.4
"Farm-level wheat",4,"2019","2019","Mid point of prediction interval",-6.2
"Farm-level wheat",4,"2019","2019","Upper bound of prediction interval",16
"Farm-level wheat",5,"2019","2019","Lower bound of prediction interval",-21.4
"Farm-level wheat",5,"2019","2019","Mid point of prediction interval",-7.8
"Farm-level wheat",5,"2019","2019","Upper bound of prediction interval",10.2
"Farm-level wheat",6,"2019","2019","Lower bound of prediction interval",-20.8
"Farm-level wheat",6,"2019","2019","Mid point of prediction interval",-9.8
"Farm-level wheat",6,"2019","2019","Upper bound of prediction interval",4.3
"Farm-level wheat",7,"2019","2019","Lower bound of prediction interval",-13.6
"Farm-level wheat",7,"2019","2019","Mid point of prediction interval",-3.8
"Farm-level wheat",7,"2019","2019","Upper bound of prediction interval",8.8
"Farm-level wheat",8,"2019","2019","Lower bound of prediction interval",-14.2
"Farm-level wheat",8,"2019","2019","Mid point of prediction interval",-6.9
"Farm-level wheat",8,"2019","2019","Upper bound of prediction interval",2.3
"Farm-level wheat",9,"2019","2019","Lower bound of prediction interval",-15.5
"Farm-level wheat",9,"2019","2019","Mid point of prediction interval",-10.6
"Farm-level wheat",9,"2019","2019","Upper bound of prediction interval",-4.4
"Farm-level wheat",10,"2019","2019","Lower bound of prediction interval",-13.8
"Farm-level wheat",10,"2019","2019","Mid point of prediction interval",-10.4
"Farm-level wheat",10,"2019","2019","Upper bound of prediction interval",-6.2
"Farm-level wheat",11,"2019","2019","Lower bound of prediction interval",-10.9
"Farm-level wheat",11,"2019","2019","Mid point of prediction interval",-8.6
"Farm-level wheat",11,"2019","2019","Upper bound of prediction interval",-5.9
"Farm-level wheat",12,"2019","2019","Lower bound of prediction interval",-9
"Farm-level wheat",12,"2019","2019","Mid point of prediction interval",-7.9
"Farm-level wheat",12,"2019","2019","Upper bound of prediction interval",-6.6
"Wholesale wheat flour",7,"2018","2019","Lower bound of prediction interval",-20.2
"Wholesale wheat flour",7,"2018","2019","Mid point of prediction interval",2.6
"Wholesale wheat flour",7,"2018","2019","Upper bound of prediction interval",32.3
"Wholesale wheat flour",8,"2018","2019","Lower bound of prediction interval",-21.1
"Wholesale wheat flour",8,"2018","2019","Mid point of prediction interval",-0.2
"Wholesale wheat flour",8,"2018","2019","Upper bound of prediction interval",26.3
"Wholesale wheat flour",9,"2018","2019","Lower bound of prediction interval",-22.7
