Commodity,State,Units,Year,Value
Tree nuts,California,Million dollars,2022,8079.8396
Tree nuts,California,Million dollars,2023,8091.606878
Tree nuts,California,Million dollars,2021,8147.726292
Tree nuts,Colorado,Million dollars,2000,0
Tree nuts,Colorado,Million dollars,2001,0
Tree nuts,Colorado,Million dollars,2002,0
Tree nuts,Colorado,Million dollars,2003,0
Tree nuts,Colorado,Million dollars,2004,0
Tree nuts,Colorado,Million dollars,2005,0
Tree nuts,Colorado,Million dollars,2006,0
Tree nuts,Colorado,Million dollars,2007,0
Tree nuts,Colorado,Million dollars,2008,0
Tree nuts,Colorado,Million dollars,2009,0
Tree nuts,Colorado,Million dollars,2010,0
Tree nuts,Colorado,Million dollars,2011,0
Tree nuts,Colorado,Million dollars,2012,0
Tree nuts,Colorado,Million dollars,2013,0
Tree nuts,Colorado,Million dollars,2014,0
Tree nuts,Colorado,Million dollars,2015,0
Tree nuts,Colorado,Million dollars,2016,0
Tree nuts,Colorado,Million dollars,2017,0
Tree nuts,Colorado,Million dollars,2018,0
Tree nuts,Colorado,Million dollars,2019,0
Tree nuts,Colorado,Million dollars,2020,0
Tree nuts,Colorado,Million dollars,2022,0
Tree nuts,Colorado,Million dollars,2023,0
Tree nuts,Colorado,Million dollars,2021,0
Tree nuts,Connecticut,Million dollars,2000,0
Tree nuts,Connecticut,Million dollars,2001,0
Tree nuts,Connecticut,Million dollars,2002,0
Tree nuts,Connecticut,Million dollars,2003,0
Tree nuts,Connecticut,Million dollars,2004,0
Tree nuts,Connecticut,Million dollars,2005,0
Tree nuts,Connecticut,Million dollars,2006,0
Tree nuts,Connecticut,Million dollars,2007,0
Tree nuts,Connecticut,Million dollars,2008,0
Tree nuts,Connecticut,Million dollars,2009,0
Tree nuts,Connecticut,Million dollars,2010,0
Tree nuts,Connecticut,Million dollars,2011,0
Tree nuts,Connecticut,Million dollars,2012,0
Tree nuts,Connecticut,Million dollars,2013,0
Tree nuts,Connecticut,Million dollars,2014,0
Tree nuts,Connecticut,Million dollars,2015,0
Tree nuts,Connecticut,Million dollars,2016,0
Tree nuts,Connecticut,Million dollars,2017,0
Tree nuts,Connecticut,Million dollars,2018,0
Tree nuts,Connecticut,Million dollars,2019,0
Tree nuts,Connecticut,Million dollars,2020,0
Tree nuts,Connecticut,Million dollars,2022,0
Tree nuts,Connecticut,Million dollars,2023,0
Tree nuts,Connecticut,Million dollars,2021,0
Tree nuts,Delaware,Million dollars,2000,0
Tree nuts,Delaware,Million dollars,2001,0
Tree nuts,Delaware,Million dollars,2002,0
Tree nuts,Delaware,Million dollars,2003,0
Tree nuts,Delaware,Million dollars,2004,0
Tree nuts,Delaware,Million dollars,2005,0
Tree nuts,Delaware,Million dollars,2006,0
Tree nuts,Delaware,Million dollars,2007,0
Tree nuts,Delaware,Million dollars,2008,0
Tree nuts,Delaware,Million dollars,2009,0
Tree nuts,Delaware,Million dollars,2010,0
Tree nuts,Delaware,Million dollars,2011,0
Tree nuts,Delaware,Million dollars,2012,0
Tree nuts,Delaware,Million dollars,2013,0
Tree nuts,Delaware,Million dollars,2014,0
Tree nuts,Delaware,Million dollars,2015,0
Tree nuts,Delaware,Million dollars,2016,0
Tree nuts,Delaware,Million dollars,2017,0
Tree nuts,Delaware,Million dollars,2018,0
Tree nuts,Delaware,Million dollars,2019,0
Tree nuts,Delaware,Million dollars,2020,0
Tree nuts,Delaware,Million dollars,2022,0
Tree nuts,Delaware,Million dollars,2023,0
Tree nuts,Delaware,Million dollars,2021,0
Tree nuts,Florida,Million dollars,2000,1.856815781
Tree nuts,Florida,Million dollars,2001,1.120860155
Tree nuts,Florida,Million dollars,2002,0.557032242
Tree nuts,Florida,Million dollars,2003,0.955097505
Tree nuts,Florida,Million dollars,2004,0.399156768
Tree nuts,Florida,Million dollars,2005,0.662752919
Tree nuts,Florida,Million dollars,2006,0.6311398
Tree nuts,Florida,Million dollars,2007,1.317089177
Tree nuts,Florida,Million dollars,2008,2.782049978
Tree nuts,Florida,Million dollars,2009,3.15908561
Tree nuts,Florida,Million dollars,2010,1.967649402
Tree nuts,Florida,Million dollars,2011,4.731767152
Tree nuts,Florida,Million dollars,2012,1.448432991
Tree nuts,Florida,Million dollars,2013,1.917318076
Tree nuts,Florida,Million dollars,2014,0.711158845
Tree nuts,Florida,Million dollars,2015,1.520401815
Tree nuts,Florida,Million dollars,2016,0
Tree nuts,Florida,Million dollars,2017,0
Tree nuts,Florida,Million dollars,2018,0
Tree nuts,Florida,Million dollars,2019,0
Tree nuts,Florida,Million dollars,2020,0
Tree nuts,Florida,Million dollars,2022,0
Tree nuts,Florida,Million dollars,2023,0
Tree nuts,Florida,Million dollars,2021,0
Tree nuts,Georgia,Million dollars,2000,69.74111653
Tree nuts,Georgia,Million dollars,2001,50.52873588
Tree nuts,Georgia,Million dollars,2002,28.24814351
Tree nuts,Georgia,Million dollars,2003,45.5306756
Tree nuts,Georgia,Million dollars,2004,44.83190985
Tree nuts,Georgia,Million dollars,2005,66.23611438
Tree nuts,Georgia,Million dollars,2006,51.6599614
Tree nuts,Georgia,Million dollars,2007,114.0284271
Tree nuts,Georgia,Million dollars,2008,99.82493068
Tree nuts,Georgia,Million dollars,2009,113.3366332
Tree nuts,Georgia,Million dollars,2010,122.5069072
Tree nuts,Georgia,Million dollars,2011,200.9671891
Tree nuts,Georgia,Million dollars,2012,146.8565057
Tree nuts,Georgia,Million dollars,2013,122.2083743
Tree nuts,Georgia,Million dollars,2014,140.2545561
Tree nuts,Georgia,Million dollars,2015,199.4145878
Tree nuts,Georgia,Million dollars,2016,247.4172672
Tree nuts,Georgia,Million dollars,2017,240.8637513
Tree nuts,Georgia,Million dollars,2018,105.0462104
Tree nuts,Georgia,Million dollars,2019,124.0141196
Tree nuts,Georgia,Million dollars,2020,166.3477449
Tree nuts,Georgia,Million dollars,2022,291.2516057
Tree nuts,Georgia,Million dollars,2023,196.7082017
Tree nuts,Georgia,Million dollars,2021,160.5092218
Tree nuts,Hawaii,Million dollars,2000,21.73653394
Tree nuts,Hawaii,Million dollars,2001,24.78796486
Tree nuts,Hawaii,Million dollars,2002,19.01462602
Tree nuts,Hawaii,Million dollars,2003,21.14952216
Tree nuts,Hawaii,Million dollars,2004,23.68808765
Tree nuts,Hawaii,Million dollars,2005,28.56040658
Tree nuts,Hawaii,Million dollars,2006,30.27912669
Tree nuts,Hawaii,Million dollars,2007,17.60890965
Tree nuts,Hawaii,Million dollars,2008,29.77593427
Tree nuts,Hawaii,Million dollars,2009,26.08907779
Tree nuts,Hawaii,Million dollars,2010,22.6166598
Tree nuts,Hawaii,Million dollars,2011,29.02859399
Tree nuts,Hawaii,Million dollars,2012,27.04766116
Tree nuts,Hawaii,Million dollars,2013,25.62410482
Tree nuts,Hawaii,Million dollars,2014,31.90647645
Tree nuts,Hawaii,Million dollars,2015,45.39300508
Tree nuts,Hawaii,Million dollars,2016,38.13403751
Tree nuts,Hawaii,Million dollars,2017,50.55512538
Tree nuts,Hawaii,Million dollars,2018,36.80911045
Tree nuts,Hawaii,Million dollars,2019,43.77348522
Tree nuts,Hawaii,Million dollars,2020,43.16472006
Tree nuts,Hawaii,Million dollars,2022,45.81368011
Tree nuts,Hawaii,Million dollars,2023,33.11897567
Tree nuts,Hawaii,Million dollars,2021,54.47296127
Tree nuts,Idaho,Million dollars,2000,0
Tree nuts,Idaho,Million dollars,2001,0
Tree nuts,Idaho,Million dollars,2002,0
Tree nuts,Idaho,Million dollars,2003,0
Tree nuts,Idaho,Million dollars,2004,0
Tree nuts,Idaho,Million dollars,2005,0
Tree nuts,Idaho,Million dollars,2006,0
Tree nuts,Idaho,Million dollars,2007,0
Tree nuts,Idaho,Million dollars,2008,0
Tree nuts,Idaho,Million dollars,2009,0
Tree nuts,Idaho,Million dollars,2010,0
Tree nuts,Idaho,Million dollars,2011,0
Tree nuts,Idaho,Million dollars,2012,0
Tree nuts,Idaho,Million dollars,2013,0
Tree nuts,Idaho,Million dollars,2014,0
Tree nuts,Idaho,Million dollars,2015,0
Tree nuts,Idaho,Million dollars,2016,0
Tree nuts,Idaho,Million dollars,2017,0
Tree nuts,Idaho,Million dollars,2018,0
Tree nuts,Idaho,Million dollars,2019,0
Tree nuts,Idaho,Million dollars,2020,0
Tree nuts,Idaho,Million dollars,2022,0
Tree nuts,Idaho,Million dollars,2023,0
Tree nuts,Idaho,Million dollars,2021,0
Tree nuts,Illinois,Million dollars,2000,0
Tree nuts,Illinois,Million dollars,2001,0
Tree nuts,Illinois,Million dollars,2002,0
Tree nuts,Illinois,Million dollars,2003,0
Tree nuts,Illinois,Million dollars,2004,0
Tree nuts,Illinois,Million dollars,2005,0
Tree nuts,Illinois,Million dollars,2006,0
Tree nuts,Illinois,Million dollars,2007,0
Tree nuts,Illinois,Million dollars,2008,0
Tree nuts,Illinois,Million dollars,2009,0
Tree nuts,Illinois,Million dollars,2010,0
Tree nuts,Illinois,Million dollars,2011,0
Tree nuts,Illinois,Million dollars,2012,0
Tree nuts,Illinois,Million dollars,2013,0
Tree nuts,Illinois,Million dollars,2014,0
Tree nuts,Illinois,Million dollars,2015,0
Tree nuts,Illinois,Million dollars,2016,0
Tree nuts,Illinois,Million dollars,2017,0
Tree nuts,Illinois,Million dollars,2018,0
Tree nuts,Illinois,Million dollars,2019,0
Tree nuts,Illinois,Million dollars,2020,0
Tree nuts,Illinois,Million dollars,2022,0
Tree nuts,Illinois,Million dollars,2023,0
Tree nuts,Illinois,Million dollars,2021,0
Tree nuts,Indiana,Million dollars,2000,0
Tree nuts,Indiana,Million dollars,2001,0
Tree nuts,Indiana,Million dollars,2002,0
Tree nuts,Indiana,Million dollars,2003,0
Tree nuts,Indiana,Million dollars,2004,0
Tree nuts,Indiana,Million dollars,2005,0
Tree nuts,Indiana,Million dollars,2006,0
Tree nuts,Indiana,Million dollars,2007,0
Tree nuts,Indiana,Million dollars,2008,0
Tree nuts,Indiana,Million dollars,2009,0
Tree nuts,Indiana,Million dollars,2010,0
Tree nuts,Indiana,Million dollars,2011,0
Tree nuts,Indiana,Million dollars,2012,0
Tree nuts,Indiana,Million dollars,2013,0
Tree nuts,Indiana,Million dollars,2014,0
Tree nuts,Indiana,Million dollars,2015,0
Tree nuts,Indiana,Million dollars,2016,0
Tree nuts,Indiana,Million dollars,2017,0
Tree nuts,Indiana,Million dollars,2018,0
Tree nuts,Indiana,Million dollars,2019,0
Tree nuts,Indiana,Million dollars,2020,0
Tree nuts,Indiana,Million dollars,2022,0
Tree nuts,Indiana,Million dollars,2023,0
Tree nuts,Indiana,Million dollars,2021,0
Tree nuts,Iowa,Million dollars,2000,0
Tree nuts,Iowa,Million dollars,2001,0
Tree nuts,Iowa,Million dollars,2002,0
Tree nuts,Iowa,Million dollars,2003,0
Tree nuts,Iowa,Million dollars,2004,0
Tree nuts,Iowa,Million dollars,2005,0
Tree nuts,Iowa,Million dollars,2006,0
Tree nuts,Iowa,Million dollars,2007,0
Tree nuts,Iowa,Million dollars,2008,0
Tree nuts,Iowa,Million dollars,2009,0
Tree nuts,Iowa,Million dollars,2010,0
Tree nuts,Iowa,Million dollars,2011,0
Tree nuts,Iowa,Million dollars,2012,0
Tree nuts,Iowa,Million dollars,2013,0
Tree nuts,Iowa,Million dollars,2014,0
Tree nuts,Iowa,Million dollars,2015,0
Tree nuts,Iowa,Million dollars,2016,0
Tree nuts,Iowa,Million dollars,2017,0
Tree nuts,Iowa,Million dollars,2018,0
Tree nuts,Iowa,Million dollars,2019,0
Tree nuts,Iowa,Million dollars,2020,0
Tree nuts,Iowa,Million dollars,2022,0
Tree nuts,Iowa,Million dollars,2023,0
Tree nuts,Iowa,Million dollars,2021,0
Tree nuts,Kansas,Million dollars,2000,0.336732068
Tree nuts,Kansas,Million dollars,2001,0.660212139
Tree nuts,Kansas,Million dollars,2002,1.368977543
Tree nuts,Kansas,Million dollars,2003,1.13826689
Tree nuts,Kansas,Million dollars,2004,1.809127799
Tree nuts,Kansas,Million dollars,2005,2.71630753
Tree nuts,Kansas,Million dollars,2006,2.025880839
Tree nuts,Kansas,Million dollars,2007,0.322114201
Tree nuts,Kansas,Million dollars,2008,1.688784332
Tree nuts,Kansas,Million dollars,2009,1.153598678
Tree nuts,Kansas,Million dollars,2010,3.957915465
Tree nuts,Kansas,Million dollars,2011,2.050685604
Tree nuts,Kansas,Million dollars,2012,3.112017832
Tree nuts,Kansas,Million dollars,2013,0.86706741
Tree nuts,Kansas,Million dollars,2014,0.322094365
Tree nuts,Kansas,Million dollars,2015,0.550610481
Tree nuts,Kansas,Million dollars,2016,0
Tree nuts,Kansas,Million dollars,2017,0
Tree nuts,Kansas,Million dollars,2018,0
Tree nuts,Kansas,Million dollars,2019,0
Tree nuts,Kansas,Million dollars,2020,0
Tree nuts,Kansas,Million dollars,2022,0
Tree nuts,Kansas,Million dollars,2023,0
Tree nuts,Kansas,Million dollars,2021,0
Tree nuts,Kentucky,Million dollars,2000,0
Tree nuts,Kentucky,Million dollars,2001,0
Tree nuts,Kentucky,Million dollars,2002,0
Tree nuts,Kentucky,Million dollars,2003,0
Tree nuts,Kentucky,Million dollars,2004,0
Tree nuts,Kentucky,Million dollars,2005,0
Tree nuts,Kentucky,Million dollars,2006,0
Tree nuts,Kentucky,Million dollars,2007,0
Tree nuts,Kentucky,Million dollars,2008,0
Tree nuts,Kentucky,Million dollars,2009,0
Tree nuts,Kentucky,Million dollars,2010,0
Tree nuts,Kentucky,Million dollars,2011,0
Tree nuts,Kentucky,Million dollars,2012,0
Tree nuts,Kentucky,Million dollars,2013,0
Tree nuts,Kentucky,Million dollars,2014,0
Tree nuts,Kentucky,Million dollars,2015,0
Tree nuts,Kentucky,Million dollars,2016,0
Tree nuts,Kentucky,Million dollars,2017,0
Tree nuts,Kentucky,Million dollars,2018,0
Tree nuts,Kentucky,Million dollars,2019,0
Tree nuts,Kentucky,Million dollars,2020,0
Tree nuts,Kentucky,Million dollars,2022,0
Tree nuts,Kentucky,Million dollars,2023,0
Tree nuts,Kentucky,Million dollars,2021,0
Tree nuts,Louisiana,Million dollars,2000,9.634073943
Tree nuts,Louisiana,Million dollars,2001,4.332642164
Tree nuts,Louisiana,Million dollars,2002,2.379188558
Tree nuts,Louisiana,Million dollars,2003,9.943480877
Tree nuts,Louisiana,Million dollars,2004,5.556606812
Tree nuts,Louisiana,Million dollars,2005,3.75451161
Tree nuts,Louisiana,Million dollars,2006,16.09016897
Tree nuts,Louisiana,Million dollars,2007,8.088645487
Tree nuts,Louisiana,Million dollars,2008,4.221960829
Tree nuts,Louisiana,Million dollars,2009,7.209991737
